place_code,race_type,course_len_m,course_note,prose_guide
07,芝,2000,,"金鯱賞や中日新聞杯でおなじみのコースである。スタート地点は、スタンド正面の坂の途中にある。ここを上ってからは、しばらく直線。そしてカーブと平坦直線部分をおよそ600m走ってから、向正面の緩い上りに入る。次いで、長い下りの3、4角を経てスタート地点に戻り、坂を上ってから平坦の直線を経てゴールとなる。スタートが坂の途中のため、多くのレースがスローになる。また、固まって進み距離ロスが出るためか7、8枠の勝率が低い。4枠以内の逃げ・先行型がおおむね優勢である。後続の加速具合も、すぐに来る坂を意識してスパートが小出しとなるので、前にいる馬が脚を溜めやすい。他場の2000mとは違う独特の展開を生むコースだ。"
07,ダート,1200,,"向正面入ってまもなくの地点からスタート。そこから緩い坂を上り、3角手前からやや急な下り坂に入る。下りながら4角を回って直線に入り、中間の上り坂を経て、ほぼ平坦部分を200mほど走ってゴール。最後の直線は約410m。最大高低差は約3.4mあって、意外と起伏が大きい。スタート後が緩いとはいえ上り坂なので、前に行く組は苦しいかと思える。だが、ほどなく急な下りがやってくるので、直線の坂下までに後続も差を詰めるのが難しい。そして上りで多少詰めたとしても、上がってからが短めなので、前にいる組を差すのは大変だ。上級条件でない限りは、逃げ・先行馬がかなり有利なコースである。枠よりも脚質が成否を分ける傾向が強い。"
07,ダート,1400,,"1200mのスタート地点を200m下げて、向正面に向かって右手、2角奥にある引き込み線の芝にスタート地点がある。およそ200m近く芝を走ってからダートに入る。あとは1200mと同じ経路となるが、スタートが芝のために序盤のスピードが乗り、前半3Fが1200mよりも速まるケースがある。それでも前に行く組が優勢なことは変わらない。1枠だけが成績を落としているのは、芝の部分を走るのが短いことに加え、東京ダ1600mと近い形状なので、理由も同じだと思われる。それ以外の枠の有利不利は見られない。なお、2025年からは7月末に移ってきた東海S（プロキオンSと名称交換）が、このコース唯一の重賞として行なわれる。"
07,ダート,1800,,"GIのチャンピオンズCが組まれているコースだが、それ以外には重賞もなく、またOP特別も少なめで、どちらかというと中距離としてはマイナーといっていいだろう。正面スタンド前の上り坂途中からのスタート。いったん上って200mほど平坦、ゴール板を過ぎて緩い坂を上りつつカーブを切って向正面へ。そこからは延々下り坂に入り、3、4角を回ってスタート地点に戻ってくる。あとはゴールまで同じである。枠の有利不利は、あまりないコースといえる。また、以前は中京ダート1800mは前有利が定説となっていたが、実際のところは、その意識で積極的に行ってしまうと、起伏の多さでバテてしまうのか、差しもよく届いている。"
07,ダート,1900,,"1800mより100m下げたところからのスタートで、直線半ばの坂の下からダッシュしていくことになる。スタートしてすぐ上り始めるだけの違いで、あとは1800mと同じ。ただ、たった100mの違いでも、中盤の緩み方は1800mより大きく、先行馬が残ることが多い反面、中盤の緩みでついてこられるために、逃げた馬は格好の目標にされやすい。かつては代替の平安Sや、シリウスSが行なわれたコースだったが、通常開催では重賞は組まれていない。それどころか3勝クラス以上のレースもほとんどない。波乱もあまり起こらず、基本的には堅めに収まる傾向にある。"
04,芝,1000,,"日本唯一の直線競馬コースで、重賞はアイビスSDが組まれている。外回りコースの4角のはるか向こうから、ほぼ真っ平のコースをひたすら駆ける。基本的に1日ひと鞍だが、夏は組まれない日もある。外回りと合流するまでは、直線競馬でしか使わない部分を走り、内回りと合流するまでは、外回りと直線競馬でしか使わない部分を走り、それ以降はすべての芝で使う部分を走るので、三段階で使用頻度が高くなり、開催後半はゴールに向かって芝が荒れていく。また外枠有利はもう広く知られている。基本的に海側からの緩やかな向かい風の中を走る直線競馬だが、天気が悪いときは真逆となることが多く、時計差が開く。なお新潟は通年、野芝で行なわれる。夏が最も根付きがよくて時計が出る。次いで開催が7カ月ぶりとなる春、そして秋が最も時計が出づらい。"
04,芝,1200,,"2角を回って向正面に入った地点がスタート。3コーナーのカーブまで450m近い直線を走り、内回りコースに入る。スパイラルとはいえ、急なカーブを経て直線へ。内回りではあるが、最後の直線はおよそ360mあり、これはローカル場の1200mでは最も長い。高低差はわずかにあるが、ほとんど平坦と見なせるコースだ。唯一の平坦で左回りのスプリントコースであり、ここを狙ってくる巧者も多い。枠の有利不利はあまりない。逃げ・先行が有利だが、下級条件中心に組まれているコースなので、それほど力のある逃げ・先行脚質の馬が少なく、単に飛ばしてバテてしまって、直線で押し出されるように差し馬が浮上するシーンもよく目にする。春夏開催の前半は別として、それ以外の時期は芝の内目が荒れてくることもあり、好位や中団あたりから差せる馬を狙うのが得策かもしれない。"
04,芝,1400,,"1200mのスタート地点を1F下げて、向正面の右手奥にあるポケットからのスタートとなる。カーブまでの距離は、1200mからさらに延びておよそ650mもある。あとは1200mと同じだ。前半の直線が長いため前傾ラップになりがちだが、さすがにこれほどカーブまでの直線が長いと、コーナーに差しかかる前あたりから一度息を入れて緩むことが多く、最後の直線に入って再加速するので、1200mよりも前が残りやすい。ただ開催後半や上級クラスでは、その限りではない。枠はやや内目が優勢だが、14頭立て以内ならそれほど大きな差はないと考えていい。朱鷺Sや信越S、2歳ではダリア賞などのOP特別も組まれている。上級クラスでは、東京芝1400mでの好走歴のある馬が、リンクして好走するケースも目立っている。"
04,芝,1600,,"関屋記念、新潟2歳Sと2つの重賞が行なわれているコースだ。スタート地点は向正面の中間付近。そこから300mほど直線を走った後、外回りコースへ入っていく。それと同時に緩い上り坂が始まり、3角を曲がったあたりが頂点。そこから4角へ下りながらカーブを曲がり、外回りの直線に入ってからは、ほぼ平坦だ。最大高低差は2mある。外回りのスタンド前の直線は659mで、これは日本一長い。直線に入ってもまだ追い出しを我慢するのが常で、そのため仕掛けのタイミングがすべてとなる。関屋記念で見られるように、前付けできてかつ速い上がりを使える馬が、特に夏開催前半の狙い筋。だが、開催後半には一転、外差しとなることが多い。枠は5枠から外が複勝率ベースではやや有利だ。"
04,芝,1800,,"1600mのスタートから1F下げて、向正面に入ったあたりから始まる。だいたい1200mと同じスタート地点である。外回りへの分岐点まで400m近く平坦区間を走ってからは、3角に向かう緩やかな上り坂へ。あとは1600mと同じだ。3角カーブまでの直線はおよそ750mとかなり長い。そのため、前半3Fは下級条件でも速くなるが、そのままではスタンド前の長い直線がもたないので、3角過ぎからいかに息を入れつつ坂を下っていくかが大きなポイントになる。高速上がりになるが、1600mよりは前が残りにくい。また馬場を使い込んで内が荒れてくれば、外差し一辺倒になる。紛れがあまり出ないコースで、複勝回収値の低さがそれを表している。"
04,芝,2000,内,"スタートは外回りと内回りの合流点から少し進んだあたり。そこから内回りコースを1周し、360mの直線を走ってゴール。高低差はほぼない。組まれているレースの多くが未勝利戦なので、スローで流れることが多い。そして理由はよくわからないが、2枠と3枠が極端に勝てず、また2枠と4枠は複勝率が低い。つまり、内目の枠が苦戦する傾向が強いのだ。左回りの平坦小回りで、直線短めの2000mはこのコースだけなので、ここで新馬戦や未勝利戦を勝っても、後にはつながらないケースも多い。左右の回りを苦にしないタイプなら、ローカル中距離で上のクラスでも戦えるようになるが、出世するケースはほとんどない。秋開催は芝が荒れやすいためか、内回りのスローでも差しが届きやすくなる傾向がある。なお新潟には内回りの2200、2400mもあるが、紙幅の都合で割愛する。"
04,芝,2000,外,"新潟記念と新潟大賞典が行なわれるコース。2000mのワンターンはここだけだ。このコースは古馬戦（3、4歳以上）しか組まれていない。向正面右手奥のポケット、1400mと同じ地点からスタートし、3角のカーブまで、延々948mの直線を走る。外回りコースのため、3角手前からは上り坂、次いで下って直線に入っていく。これほど直線が長いと、さすがに前半はスローになる。ただ、3角前の部分でやや位置を取りに行く馬が出てきてペースが上がり、坂で緩んで、直線は上がり勝負。逃げ切るのは至難の業で、基本的には中団あたりからの差しが優勢。ただし重賞になると、大外から一気の追い込みが決まることもある。枠の有利不利は、そのときの馬場の状況による。開催後半で外差し馬場なら、外枠の差し馬の利が当然大きくなる。"
04,ダート,1200,,"向正面の右手奥のポケット、芝の上からのスタートとなる。芝の上を100m少し走ってからダートに入る。3角まで525mもの間、平坦な直線を走って急カーブ。4角を回り、354mのスタンド前の直線に入ってゴールとなる。この直線の長さは、JRAでは東京、中京に次ぐもので意外と長め。高低差はほぼなし。ダートでほとんど高低差がないのは新潟と札幌だけだ。スタート地点が芝であること、前半の直線が長いこと、カーブが急で息が入ること、平坦であること、砂質が軽いことなどが相まって、逃げ・先行馬の有利が際立っている。上級クラスになると、ヒモには差し込みも目立ってくるが、下級条件では、直線に3、4番手以内で入ってくる馬同士の決着になりやすい。"
04,ダート,1800,,"3歳重賞のレパードSが行なわれるコース。正面スタンド前の直線に入った場所からスタートする。そのまま平坦な直線を経て、コーナーから向正面へ。わずかな上り坂はあるが、ほぼ平坦のまま進む。1周してスタート地点を通過し、またスタンド前の直線を走りゴールとなる。新潟というと、広いイメージを持つかもしれないが、直線は多少長めとはいえ、コーナーのきついカーブを考えると小回りコースと見たほうがいい。そのカーブが2回あるため、逃げ・先行馬は息を入れやすい。ただ、かつては前有利が定説だったものの、ここ1、2年は差しも遜色なくなってきた点には注意。また枠については外が有利、内が有利というよりも「外枠が不利にならないコース」と認識しておきたい。なお新潟ダートには1000m、2500mもあるが、レース数が極少のため除外した。また1700mも取れるが今は施行されていない。"
03,芝,1200,,"福島芝は通年オーバーシードで行なわれる。上の起伏図を見てお気づきになると思うが、福島は意外と坂が多く、いわゆる「ローカル＝平坦」のイメージとは異なることに注意したい。スタート地点は向正面左手奥のポケットで、そこから200m弱平坦を走った後、勾配が急な坂を2m上っていく。そこからは平坦が続き、4角手前から下りが始まる。緩く下りながら直線に入り、ゴール前200mから緩い坂を上ってゴール。最低高低差は2m。向正面の上りのほうが、ゴール前よりも少し急になっている。最後の直線は292mしかない。基本的には前有利だが、ただ起伏が多いので、馬場が荒れたり渋ったりすると1200mでも急に差しが届くようになる。また内枠有利が明確に出ている。"
03,芝,1800,,"ラジオNIKKEI賞と福島牝馬Sの2重賞が組まれているコースだが、それ以外は主に下級条件で使用されている。スタート地点は正面スタンド前の直線、坂の下からだ。緩い坂を上ってすぐ下りに入って1角を回り、平坦区間に入って一度ペースが落ち着いてから2角を迎える。カーブを切って向正面に入ると、まもなく急な上り坂があり、そこからはしばらく平坦。4角から下り坂が始まり、そしてスタート地点に戻り、緩い上り坂を経てゴールとなる。スタートしてから1角までは305mあって、小回りコースとしては長い。その分、やや前半のペースは流れる。さらに起伏が多いからか、逃げ切りは小回りにしては多くない。また、なぜか1枠だけ成績が低い。開催末期、あるいは秋開催では外差しがよく決まるので、そのあたりが反映しているのかもしれない。"
03,芝,2000,,"重賞では福島記念、七夕賞が行なわれているコースだ。スタート地点は1800mから1F下げて、正面スタンド前の右手奥にあるポケットからのスタートとなる。この地点は福島競馬場で最も高度が高い。そこから1800mのスタート地点に来るまでは緩い下り坂で、あとは1800mと同じ経路となる。1角までの直線部分が500mと、福島のイメージとまったくそぐわないほど長いことには要注意。しかも下りが長いので、序盤のペースは流れる。向正面の平坦に入るあたりで落ち着くが、3角からはまた上っていくので、意外とスタミナ、パワーが必要な難コースだ。1800m同様、馬場が荒れる時季には外差しやマクリがよく決まる。通年集計だと、1枠の成績がかなり低いことも1800mと共通している。"
03,芝,2600,,"向正面の急な上り坂からスタートし、コースをちょうど1周半する設定となる。勾配の差こそあれ、高低差2mの坂を4回上り下りするという消耗度の大きなコース。OPや3勝クラスは組まれておらず、高額条件も奥の細道Sや信夫山特別など2勝クラス止まりで、基本的には古馬1勝クラスと未勝利戦を中心に使用される。スタート後、正面スタンドに入るまでの間に縦長になることが多い。これはスタートから最初のコーナーまでの直線が短く後続が外へ振られること、1周目の3角を回ってから下りが続くことなどが理由だろう。なおコーナーが多いので、枠の有利不利というよりも内を通れる馬が有利。ただし坂も多いため、逃げた馬にとっては厳しくなり、マクリもよく決まる。"
03,ダート,1150,,"向正面左手奥のポケット、芝からのスタートとなる。およそ200m近く芝を走ってからダートに入る。スタート後は、かなり緩いものの上り坂が続き、そこからは4角まで平坦、少し坂を下って直線半ばから緩い上り坂。最大高低差は2mある。なお福島ダートの最後の直線は295m。緩い上り坂とはいえ、スタートが芝、そして3角まで500m近く直線を走ることから前半の流れは激化しやすい。基本は前に行く組が有利とはいえ、差しも届く展開になる。芝の部分を最も長く走れる8枠が有利といわれ、実際にそうなってはいるのだが、それはあくまで1枠との比較であって、2番目に芝を長く走れる7枠はむしろ不振。また3、4枠の成績もよく、外に行くほどよいというわけではない。あくまで最内と比べると大外のほうがプラスになるという見解だ。"
03,ダート,1700,,"福島民友Cなど、OPのレースも組まれるコース。スタートは正面スタンド前の坂の下。スタートから緩く坂を上り、1角へ向かって下っていき、2角からは緩い上り坂。向正面中間地点から4角手前までは平坦で、そこから緩く坂を下り、スタート地点を過ぎて直線途中から緩く坂を上っていく。こちらも最大高低差は2mだ。一気に加速をつけて上る坂ではなく、緩いダラダラとした坂が2カ所あるので、最後の上がりは意外とかかる。ただ、それでも前がつかまりにくい。逃げ・先行脚質がかなり有利なコースといえる。また枠による成績の差はあまりつかない。前半で後方に位置する馬は、4角手前の平坦からマクり上げる必要がある。それができる馬でない限りは、前に行ける馬から素直に馬券を組むべきだろう。"
10,芝,1200,,"ローカルといえば平坦の印象があるが、福島ほど起伏があるわけではないにせよ、小倉も実は高低差があるコースだ。ただ福島とは違って、直線は完全に平坦である。芝1200mは、向正面左手奥のポケットからスタート。この地点は小倉で最も高度が高い。スタート後はごく緩い下り坂。向正面中間から3角までは平坦で、そこまでは480mの直線が続く。3角から直線にかけて、やや急な坂を下りながらカーブを切る。4角途中から平坦となり、そのまま最後の直線291mを経てゴールとなる。ローカルの芝1200mにしては珍しく、外枠の有利が顕著なコースだ。これはフルゲートでも変わらない。スタート後の形状が前記の通りなので、テンの3Fはほぼ例外なく速くなる。"
10,芝,1800,,"正面スタンド前の直線、やや1角寄りの地点からスタート。270mほど走ってカーブに入る。緩めの坂を上りながらコーナーを曲がり、2角のコース最高度地点に差しかかる。そこからは1200mと同じ経路を辿り、下り坂、平坦、下り坂、平坦と加速しやすい形状を経てゴールへ向かう。距離的にほぼ芝コース1周分となる。スタート後ほどなくしてカーブとなるうえに、上り坂があるので、序盤のペースは上がらずスローになるのが普通。そこからは下りや平坦が続くので、後半のペースが上がっていく。前有利で、枠の有利不利は少ないコースだ。ただしロングラン開催の冬場の後半は内が荒れてくるため、上級条件なら外マクリや追い込みも届き、外枠の差し馬に利が出ることもある。"
10,芝,2000,,"1800mのスタート地点から1F下げて、正面スタンド前の右手奥にあるポケットからスタート。1角までは平坦部分を走り、その後は坂を上っていく。あとは1800mと同じ経路となる。スタートから1角までの直線は472mと長い。カーブまでの距離があり、1800mよりもテンは速くなることが多い。その分、上り坂を経ての向正面の緩み方は大きく、3角の平坦と下りを経てまた急に上る。ラップのアップダウンがハッキリしていて、息を入れられる分、逃げ・先行馬の不利も小さい。その反面、マクりやすくタイミング次第では後ろの馬も前にプレッシャーをかけられる。展開が定まらない難コースだ。枠は外が不利とまではいえないが、内枠のほうが有利。特に夏開催の良馬場では、その傾向が強まる。"
10,芝,2600,,"基本的に古馬2勝クラス以下が組まれている。夏開催の最終日、最終レースでおなじみとなっているコースだ。スタートは向正面の平坦部分、緩い下り坂の手前。そこから緩く下り、3、4角を経て平坦の直線へ。ゴール板を通過し1角からは上り、2角最高地点から平坦に移って、スタート地点を通過。以下同じ経路でゴールまで走る。つまりコースを1周半する設定だ。高低差が3mあるだけに、この距離ではさすがに小回りコースでもスタミナがかなり問われる。ただ、コーナーを曲がりながら最高地点へ上るわけで、つまりペースが緩む物理的条件が1カ所に重なることになる。だから、ラップ自体はそれほど複雑にアップダウンするわけではない。概してスローからのラスト600〜800mのマクリ勝負となる。また斤量軽めの馬が好走しやすい。減量騎手にも要注意で、騎手別の成績上位に今村騎手や松本騎手が入っていることからも明白だ。"
10,ダート,1000,,"2角を回り向正面の直線に入った地点からのスタート。緩い下り坂の途中にゲートがあり、緩く下って平坦、また緩く下って3角を回る。この後が変わっていて、4角を回る直前からゴールまでは、かなり緩い傾斜とはいえ勾配1mの上り坂になっているのだ。最後の直線は291m、最大高低差は2m。スタートから下っていくだけに、とにかく前半のラップは上がる。ヒモに追い込みが入ってくることもあるが、基本的には飛ばした馬たちの脱落戦となり、3角過ぎまでにハナを取り切った馬が粘り込むことが多い。昔から1枠不利が定説となっているコースで、今も勝率では最も低い。ただ複勝率では見劣らず、一概に軽視するのは危険。アタマに置くかどうかの目安程度に考えたい。"
10,ダート,1700,,"直線に入って間もなく、ごく緩い上り坂の途中からスタート。緩く上って、1角を回るとそこから急になっている坂をさらに上る。2角手前で最高地点に達し、そこからは急に下っていったん平坦、3角から下り坂に入って、4角の最も低い地点を通過すると、直線ではごく緩い上り坂がゴールまで続く。スタート後は位置取りが激しくなることが多く、序盤は緩まない。これはコーナーを回ってからの上り坂で息を入れたいために、カーブが来る前に位置を取りたいという意識からだろう。その後はペースが一気に緩む。息を入れて惰性で坂を下っていくイメージで、ラストで再加速して前が粘る競馬が多いが、マクリも決まりやすい。夏場は暑さもあるのか、序盤に無理をした馬がラストで捕まるシーンも目立つ。なお8枠の成績がよい。"
01,芝,1200,,"札幌芝は洋芝で施行。年間6週しかないので、よほど雨にたたられない限りは、昔のように開催後半に芝が劣化することはなくなってきた。芝1200mはキーンランドCが行なわれるコース。向正面・左手奥のポケットからスタートし、3角までほぼ平坦な直線が410mと意外と長く続く（わずかな上り傾斜あり）。そこからは4角までわずかに下って、すぐに平坦となりスタンド前へ。正面の直線は266mしかなく、これは小倉や福島より30mも短い。最大高低差は1m以内なので、全周平坦扱いとする。この競馬場のポイントは、3角から4角へかけてのカーブがかなり緩くて大回りとなっていること。そのためコーナーで大きく減速することがなく、ペースの緩みどころがレースごとの逃げ・先行型の頭数＝展開によって異なる。スタート後の長い直線でペースが上がると、落ちないまま直線に入って失速しやすい。その反面、単騎でハナなら1200mにしてはペースを操りやすい。基本的に力のある逃げ馬にとっては歓迎すべきコースだ。"
01,芝,1500,,"札幌にしかない距離設定で、正面スタンド左手、1角奥にある引き込み線からスタート。やや斜めの直線区間をわずか170mだけ走ると、直角に近い急カーブを曲がって向正面へ入っていく。その後の経路は1200mと同じになる。1200mとは異なり、高低差があるコース。全体の平面図は、坂は別にして中山マイルと似ており、現に札幌1500mでの実績馬は中山マイルも得意とするケースがとても多い。これは両方のコースの予想で筆者が重宝しているポイントだ。フルゲートは14頭と少ないが、それでも外枠の不利は顕著で、勝率は8枠がワースト、次いで7枠の順に低くなる。だが複勝率はともにそれほど悪くなく、一概に軽視はできない。またスタート後すぐにカーブなので、内目の枠に入った逃げ・先行馬の連対がとにかく多い。正直な話、適性や能力よりも枠と脚質のほうが重要な、トリッキーコースである。"
01,芝,1800,,"クイーンSと札幌2歳S、重賞2鞍が組まれているコースだ。正面スタンド前、直線のほぼ中間地点からスタートし、ほぼコースを1周してくる。最初のコーナーまでは180mしかないが、それほど先行争いは激しくならず、スローに近い流れになるのが定番。後半でペースアップしていくが、マクリはともかくとして、追い込みは馬場悪化でもないと厳しい。基本的に前が残りやすく、逃げ切りもかなり目立つのが特徴だ。内枠も有利で、特に1枠の勝率と複勝率は断トツ。ただし道悪になるとその限りではなく、内がダメというより外からの好走が増えてくる。起伏が小さいといっても、洋芝オンリーの札幌だけに、中距離になるとパワーへシフトする。そのため、全体時計はそれほど速くならない。ただ決して小回りではないので、このコースの2歳戦で好走した馬は、東京や京都、阪神の外回りコースでの活躍へつなげていくケースも多い。"
01,芝,2000,,"夏競馬最大のレース、札幌記念が組まれているコースだが、重賞はこれだけである。スタート地点は1800mを1F下げて、スタンド前の4角奥にあるポケットからとなる。1800mに1F分、平坦な直線を付け足しただけで、あとは同じ。1角までの距離が380mあり、1800mに比べると加速がつきやすい分、序盤のペースはやや速め。だが1角以降は大きく落ちて、やはり前が有利になり、後ろに位置する馬はマクってこないと厳しい点は同じだ。1枠の成績が高い点も1800mと同じ。洋芝なので時計はそれほど速くならず、レコードタイムは1分58秒6（2024年現在）。これはJRA全場の中で下から2番目だ。ただし、時計が遅くても高齢馬は苦戦するコースで、6歳以上の連対率は近5年で5％台しかない。OPなら6歳は大丈夫だが、例えば札幌記念で7歳馬の勝利となると、2000年まで遡る。"
01,芝,2600,,"重賞は組まれていないが、札幌日経オープンや丹頂SなどのOP特別でおなじみだ。年間で8、9鞍しか組まれていないので、サンプルが少ないことをお断りしておく。スタートは向正面の中間地点。そこから平坦コースをほぼ1周半する。最初のカーブとなる3角までが165mしかないが、先が長いのでそれほど序盤の位置取りは激しくならない。スローで淡々と流れて、ラスト4Fの勝負となる。コーナーが多いから8枠は不利になりそうなものだが、繰り返しているように3、4角のコーナーが緩く、振られにくいこともあり、その勝率は近5年で2位である。特に8枠の逃げ・先行馬は内へ寄せていくので、内枠の馬が最初のカーブで絞られる分、有利でさえある。古馬混合戦では3歳馬の成績がとてもよい。これは菊花賞を意識して、春に遅れていたステイヤーの素質馬が出てくるケースが多いからだろう。"
01,ダート,1000,,"向正面に入ってまもないところからのスタート。そこから3角に向けて、ごくわずかな上りではあるが、ゴールまでは平坦と見なせるワンターンコースだ。最後の直線は264mとかなり短い。ハイペースになることが多いものの、馬場状態に関わらず前が止まらない。オーバーペースに乗じて追い込んでこようとしても、大半が3着までとなる。注目は、7枠の成績が突出して高いこと。スタートしてから外枠の逃げ・先行馬は内へ寄せていくが、3角までが280mと短く、隊列ができる前にカーブが来るため、内の馬はハナに立ち切らない限りは寄せられて進路が狭くなりがちだ。一方、大外の8枠となると、馬群がバラける前のカーブで外へ振られる距離ロスが出るということではないだろうか。2勝クラスも年に1、2鞍組まれるが、基本的には1勝クラスと未勝利戦のコースだ。フルゲートはわずか12頭の設定である。"
01,ダート,1700,,"重賞ではエルムSが行なわれるコース。正面スタンド前の直線に入ったあたりからスタートする。スタート地点は札幌のダートで最も低い地点で、3角手前の最高地点を通過するので、1000mとは違い最大高低差は一応1mとなる。1周してスタート地点を通過し、またスタンド前の直線を走りゴール。スタート後、240m直線を走ってからカーブと短いが、先行争いは激しくならないことが多い。ここで競り合った場合、外から行っている馬のコーナーロスが大きくなるためだろう。向正面の後半からペースが上がり、直線へ向くまでの区間で押し上げる馬が目立つ。前有利ではあるが、前半で後方にいても早く動けば届くコースだ。なお、最初のカーブと後半のマクリで外から押圧されるため、1〜3枠の成績はやや低い。札幌ダートには2400mも組まれているが、レース数がごく少ないため省略する。"
02,芝,1200,,"函館は洋芝のみのコースである。ローカルの中では高低差が大きい。1200mのスタート地点は向正面の左手奥のポケット。そこから3角過ぎの最高地点まで、3mの上り坂をダラダラと緩やかに上っていく。4角手前からは下りに転じ、直線入って間もなく平坦になりゴール。最後の直線は262mで、芝では全場で最も短い。1200mの最大高低差は3mだ。スタートしてからコーナーに入るまでは約490mと、こちらは長い。よってスプリントコースにしては、小倉と同じく外枠の不利があまりない。覚えておくべきは、開催前半はとても時計が出ること。函館スプリントSでは1分6秒台が出ることもある。前半飛ばしすぎたことで最後は内ラチ沿いがバテた馬により渋滞し、外からの差しが決まることも珍しくないレースだ。函館2歳Sの時期には天候不順になることが多く、今度は馬場が荒れることで外差しになりがち。ただ直線の短さのため、後方からの追い込みではほぼ勝ち切れない。"
02,芝,1800,,"重賞は組まれていないが、伝統のOP特別・巴賞でおなじみのコースである。スタートは正面スタンド前の中間地点あたり、緩い下り坂の途中からとなる。そこから平坦区間を少し走ってゴール板を通過、1角からまた下りに入り、向正面入口まで続く。そこからは1200mのスタート後と同じコースに入って緩やかな上り坂が延々続き、3角からは下り坂。4角を経てスタート地点を通過しゴールとなる。最大高低差は3.5m。スタートして1角のカーブに入るまでが276mしかないので、下り坂が多くても序盤のペースはまったく上がらない。さらに隊列が落ち着こうかというあたりから上りが始まるので、前半はかなりスローになる。前有利で、後ろの馬はマクらないと厳しい。ただし開催後半で道悪になれば、話は別。外差しがよく決まる。またスタート後の形状から、最内1枠は不利がハッキリしている。"
02,芝,2000,,"函館記念が組まれているコース。1800mのスタート地点を1F下げて、正面スタンド前の右手奥にあるポケットにゲートが置かれる。1800mのスタート地点に来るまでは緩やかな下り坂だから、下っている区間が丸々200m長くなるわけだ。1角までの距離が476mとかなり長いので、1800mよりも前半のペースはずっと速くなる。距離が延びるから緩くなると考えるのは間違いのもと。だから逃げ切りは難しいコースだが、追い込みも決まりにくく、流れに乗っての先行か好位からひと脚、というのが上位に入る運び方となる。スタート後の直線が長くなるので、1800mで出ていた1枠不利の傾向は消える。余談をひとつ。今もサッカーボーイが函館記念でマークした1分57秒8のレコードが残っているが、これは当時、函館でも野芝が使われていたことが最大の理由だ。洋芝ではもう破られないだろう。"
02,芝,2600,,"向正面の中間点付近、上り坂の途中からスタート。3角に向けて緩い上り坂が続き、そこから延々下って一度平坦、また下って正面スタンド前。ゴール板を過ぎてさらに下り、2角から上りが始まってスタート地点を通過。あとはゴールまで前述の通り。コースを1周半する設定だ。3.5mの高低差を2回経由することになる。スタートから最初のカーブとなる3角までが263mしかなく、しかも長距離戦なので、例外なくスローペースとなる。2週目中盤までレースは動かず、後半が速くなる持続力特化コース。勝率で見ると8枠はコーナーが多いので不振だが、複勝率では枠の差はあまりない。札幌より水捌けがよくないので、道悪になると長距離だけにかなりのパワーを要する。外差し馬場になっても、この距離だけは差すのは困難だ。なお函館の芝では他に1000m、1700mのレースも施行されるが、レース数がごく少ないために省略した。"
02,ダート,1000,,"向正面に入ってまもないところからのスタート。そこから3角へ向けて、緩い勾配で3mの上り坂がある。4角手前から直線に入ってまもなく下り、あとは平坦になりゴールへ。最後の直線は260mで芝よりもさらに短い。もちろんJRA全場で最短である。スタートから3角のカーブに入るまでは366m。札幌と同じ理由からワンターンの短距離ダートにしては、外枠が不利にならない。ただ札幌は7枠が突出してよかったが、函館ではそこまでの差は出てこない。おそらく札幌より向正面の直線が長い分、内への寄せが厳しくならないからだろう。好走は圧倒的に逃げ・先行脚質が有利である。2勝クラスは年に1、2鞍。札幌同様、基本的には1勝クラスと未勝利戦のコースだ。フルゲートも同じで12頭の設定。"
02,ダート,1700,,"以前は重賞も施行されていたが、今はOP特別が最上級だ。スタートは正面スタンド前、直線入ってまもなくの地点。しばらく下り坂と平坦が続き、1角過ぎの高度最低地点を経て向正面に入って長く緩い上り坂。あとは1000mと同じで、4角前から下り、スタート地点を通過してゴール。高低差は1000mよりやや大きく3.5m。函館の中では芝を含め、最も多くのレース数が組まれている。スタート後からカーブまで329mあるので、札幌よりはややペースが速くなる。ただ、向正面に入ってからの上りで流れが落ち着くうえに、直線がかなり短いため、前に行く馬が有利。枠順成績は4枠がとても低く、隣の5枠が高いという不思議な結果。理由は不明だが、前に行ける馬なら、あまり枠を気にしなくていいのかもしれない。なお函館ダートには2400mも組まれているが、レース数がごく少ないため省略する。"
